high,low,last,instrument_name,bid_price,ask_price,open_interest,mark_price,creation_timestamp,price_change,interest_rate,volume,mark_iv,underlying_price,underlying_index,estimated_delivery_price,base_currency,quote_currency,volume_usd,mid_price,run_date
,,0.3585,BTC-26JUN26-150000-P,0.4375,0.515,1.0,0.44338655,1762711980722,,0.0,0.0,47.48,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.47625,2025-11-09
,,0.13,BTC-26JUN26-110000-C,0.1355,0.1375,143.8,0.13681014,1762711980722,,0.0,0.0,46.96,107244.94,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.1365,2025-11-09
0.0445,0.0375,0.0445,BTC-28NOV25-102000-C,0.048,0.0485,1729.2,0.04842961,1762711980722,14.1026,0.0,4.9,43.59,103853.53,BTC-28NOV25,103676.95,BTC,BTC,20354.07,0.04825,2025-11-09
0.0435,0.039,0.039,BTC-14NOV25-107000-P,0.0385,0.041,324.7,0.03977237,1762711980722,-9.3023,0.0,5.6,43.59,103679.89,BTC-14NOV25,103676.95,BTC,BTC,24199.19,0.03975,2025-11-09
0.052,0.0475,0.052,BTC-26JUN26-145000-C,0.05,0.0515,88.5,0.05104396,1762711980722,9.4737,0.0,3.2,47.22,107244.41,BTC-26JUN26,103676.95,BTC,BTC,15499.32,0.05075,2025-11-09
0.0055,0.0055,0.0055,BTC-26JUN26-260000-C,0.0055,0.006,86.9,0.00598616,1762711980722,0.0,0.0,0.1,56.32,107244.41,BTC-26JUN26,103676.95,BTC,BTC,56.2,0.00575,2025-11-09
0.023,0.015,0.0225,BTC-28NOV25-108000-C,0.021,0.0215,1179.6,0.02142592,1762711980722,40.625,0.0,60.5,41.54,103853.03,BTC-28NOV25,103676.95,BTC,BTC,113300.0,0.02125,2025-11-09
0.0002,0.0002,0.0002,BTC-26DEC25-240000-C,0.0001,0.0003,308.7,0.00017933,1762711980722,0.0,0.0,0.4,78.57,104282.9,BTC-26DEC25,103676.95,BTC,BTC,8.16,0.0002,2025-11-09
,,0.0001,BTC-28NOV25-220000-C,,0.0001,326.0,2.965e-05,1762711980722,,0.0,0.0,98.34,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,,2025-11-09
0.1895,0.1895,0.1895,BTC-26DEC25-120000-P,0.165,0.17,1002.5,0.16711428,1762711980722,0.0,0.0,0.1,43.3,104283.43,BTC-26DEC25,103676.95,BTC,BTC,1924.62,0.1675,2025-11-09
0.0003,0.0003,0.0003,BTC-26JUN26-20000-P,0.0003,0.0004,1589.9,0.00034654,1762711980722,0.0,0.0,3.0,80.57,107244.41,BTC-26JUN26,103676.95,BTC,BTC,93.13,0.00035,2025-11-09
0.0013,0.0013,0.0013,BTC-26DEC25-160000-C,0.0011,0.0012,5670.0,0.00119326,1762711980722,0.0,0.0,0.3,54.6,104283.43,BTC-26DEC25,103676.95,BTC,BTC,40.3,0.00115,2025-11-09
,,0.0135,BTC-27MAR26-155000-C,0.0155,0.0165,410.1,0.01604097,1762711980722,,0.0,0.0,47.97,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.016,2025-11-09
0.0004,0.0004,0.0004,BTC-27MAR26-30000-P,0.0002,0.0004,677.0,0.00032056,1762711980722,0.0,0.0,0.8,77.69,105624.4,BTC-27MAR26,103676.95,BTC,BTC,32.68,0.0003,2025-11-09
,,0.23,BTC-28NOV25-80000-C,0.23,0.232,63.0,0.23122491,1762711980722,,0.0,0.0,62.52,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.231,2025-11-09
,,0.778,BTC-28NOV25-180000-P,0.6995,0.7815,2.9,0.7333573,1762711980722,,0.0,0.0,83.23,103853.53,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.7405,2025-11-09
,,0.064,BTC-25SEP26-155000-C,0.064,0.066,60.9,0.06510798,1762711980722,,0.0,0.0,47.99,108943.49,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.065,2025-11-09
,,,BTC-26DEC25-144000-P,0.368,0.418,0.0,0.38349103,1762711980722,,0.0,0.0,49.06,104283.43,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.393,2025-11-09
0.0005,0.0002,0.0002,BTC-11NOV25-92000-P,0.0001,0.0003,45.7,0.00017561,1762711980722,-60.0,0.0,1.1,78.91,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,37.85,0.0002,2025-11-09
0.0075,0.0001,0.006,BTC-14NOV25-98000-P,0.005,0.0055,1503.3,0.00529956,1762711980722,-14.2857,0.0,125.9,53.06,103679.89,BTC-14NOV25,103676.95,BTC,BTC,16860.3,0.00525,2025-11-09
,,,BTC-25SEP26-180000-P,0.6815,0.75,0.0,0.69278796,1762711980722,,0.0,0.0,49.16,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.71575,2025-11-09
0.0002,0.0001,0.0001,BTC-28NOV25-160000-C,,0.0002,1071.1,0.00014323,1762711980722,-50.0,0.0,0.6,68.33,103853.53,BTC-28NOV25,103676.95,BTC,BTC,11.41,,2025-11-09
0.014,0.0085,0.0085,BTC-14NOV25-100000-P,0.008,0.009,2607.2,0.00852686,1762711980722,-22.7273,0.0,145.2,49.79,103679.89,BTC-14NOV25,103676.95,BTC,BTC,166358.33,0.0085,2025-11-09
,,0.0033,BTC-26JUN26-300000-C,0.0034,0.0039,451.0,0.00364999,1762711980722,,0.0,0.0,58.89,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.00365,2025-11-09
0.001,0.0006,0.0008,BTC-14NOV25-115000-C,0.0006,0.0008,1062.1,0.00073726,1762711980722,33.3333,0.0,7.0,49.98,103679.89,BTC-14NOV25,103676.95,BTC,BTC,488.73,0.0007,2025-11-09
0.115,0.1145,0.115,BTC-28NOV25-115000-P,0.1125,0.116,473.4,0.11430477,1762711980722,0.4367,0.0,0.3,41.61,103853.03,BTC-28NOV25,103676.95,BTC,BTC,3567.8,0.11425,2025-11-09
,,0.048,BTC-21NOV25-100000-C,0.0525,0.0535,21.3,0.0533067,1762711980722,,0.0,0.0,45.84,103761.72,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.053,2025-11-09
,,,BTC-28NOV25-138000-P,0.3045,0.3675,0.0,0.32930743,1762711980722,,0.0,0.0,54.4,103853.53,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.336,2025-11-09
,,,BTC-25SEP26-145000-P,0.3955,0.4615,0.0,0.41106566,1762711980722,,0.0,0.0,47.68,108943.49,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.4285,2025-11-09
0.026,0.026,0.026,BTC-30JAN26-122000-C,0.03,0.031,20.1,0.03080837,1762711980722,0.0,0.0,1.0,44.3,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,2640.51,0.0305,2025-11-09
0.0002,0.0001,0.0001,BTC-14NOV25-125000-C,0.0001,0.0003,1113.8,0.0001824,1762711980722,-50.0,0.0,7.6,67.62,103679.89,BTC-14NOV25,103676.95,BTC,BTC,154.91,0.0002,2025-11-09
0.024,0.017,0.0175,BTC-21NOV25-100000-P,0.0165,0.0175,670.6,0.01705363,1762711980722,-26.4706,0.0,2.7,45.84,103761.19,BTC-21NOV25,103676.95,BTC,BTC,5238.54,0.017,2025-11-09
0.0042,0.0022,0.004,BTC-14NOV25-109000-C,0.0038,0.0041,920.2,0.00401964,1762711980722,81.8182,0.0,12.4,43.77,103679.89,BTC-14NOV25,103676.95,BTC,BTC,3234.77,0.00395,2025-11-09
0.0325,0.016,0.017,BTC-10NOV25-105000-P,0.0145,0.016,10.3,0.01497658,1762711980722,-47.6923,0.0,6.3,42.54,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,13220.87,0.01525,2025-11-09
0.0225,0.0215,0.0215,BTC-27MAR26-75000-P,0.0205,0.0215,996.7,0.0209244,1762711980722,-2.2727,0.0,9.3,53.38,105624.4,BTC-27MAR26,103676.95,BTC,BTC,20927.78,0.021,2025-11-09
0.071,0.064,0.071,BTC-26DEC25-102000-C,0.074,0.075,614.5,0.07444909,1762711980722,10.9375,0.0,10.7,44.67,104282.9,BTC-26DEC25,103676.95,BTC,BTC,70240.84,0.0745,2025-11-09
0.0145,0.0065,0.007,BTC-11NOV25-102000-P,0.0055,0.006,144.5,0.00589821,1762711980722,-44.0,0.0,18.3,47.49,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,20734.33,0.00575,2025-11-09
0.0165,0.0105,0.0165,BTC-21NOV25-107000-C,0.016,0.017,288.8,0.01695447,1762711980722,43.4783,0.0,0.9,41.61,103761.72,BTC-21NOV25,103676.95,BTC,BTC,1254.47,0.0165,2025-11-09
,,,BTC-25SEP26-260000-P,1.3105,1.509,0.0,1.39911064,1762711980722,,0.0,0.0,53.44,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,1.40975,2025-11-09
,,0.0305,BTC-26JUN26-165000-C,0.03,0.031,96.7,0.0307025,1762711980722,,0.0,0.0,48.42,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.0305,2025-11-09
,,0.4755,BTC-27MAR26-60000-C,0.4385,0.44,28.0,0.43936549,1762711980722,,0.0,0.0,60.01,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.43925,2025-11-09
0.0525,0.045,0.045,BTC-26DEC25-100000-P,0.044,0.045,3090.8,0.04460337,1762711980723,-10.0,0.0,61.3,45.21,104282.9,BTC-26DEC25,103676.95,BTC,BTC,315034.39,0.0445,2025-11-09
0.0115,0.0001,0.01,BTC-14NOV25-106000-C,0.01,0.0105,439.4,0.01046543,1762711980723,66.6667,0.0,61.9,43.54,103679.89,BTC-14NOV25,103676.95,BTC,BTC,37259.14,0.01025,2025-11-09
,,0.0605,BTC-21NOV25-96000-C,0.082,0.0845,11.7,0.08379628,1762711980723,,0.0,0.0,49.93,103761.72,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.08325,2025-11-09
0.026,0.025,0.026,BTC-27MAR26-140000-C,0.027,0.0285,648.4,0.02789351,1762711980723,4.0,0.0,5.9,46.5,105623.87,BTC-27MAR26,103676.95,BTC,BTC,15430.56,0.02775,2025-11-09
0.0002,0.0002,0.0002,BTC-28NOV25-150000-C,0.0001,0.0003,4120.0,0.00017989,1762711980723,0.0,0.0,0.1,60.6,103853.53,BTC-28NOV25,103676.95,BTC,BTC,2.04,0.0002,2025-11-09
,,0.0235,BTC-27MAR26-145000-C,0.0225,0.0235,159.0,0.02305828,1762711980723,,0.0,0.0,46.95,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.023,2025-11-09
,,0.044,BTC-30JAN26-114000-C,0.049,0.05,29.2,0.0500654,1762711980723,,0.0,0.0,44.3,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.0495,2025-11-09
0.0456,0.04,0.0456,BTC-26DEC25-108000-C,0.046,0.047,864.1,0.04651627,1762711980723,14.0,0.0,10.1,43.3,104283.43,BTC-26DEC25,103676.95,BTC,BTC,41127.91,0.0465,2025-11-09
0.004,0.003,0.003,BTC-12NOV25-98000-P,0.0022,0.0026,5.8,0.00239303,1762711980723,-11.7647,0.0,5.8,54.83,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,2018.76,0.0024,2025-11-09
0.0155,0.0075,0.0135,BTC-14NOV25-105000-C,0.0135,0.0145,563.8,0.01388019,1762711980723,50.0,0.0,35.2,43.59,103679.89,BTC-14NOV25,103676.95,BTC,BTC,37505.1,0.014,2025-11-09
0.008,0.0014,0.005,BTC-10NOV25-104000-C,0.005,0.0055,753.2,0.00544348,1762711980723,163.1579,0.0,495.9,43.45,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,219124.43,0.00525,2025-11-09
,,0.3755,BTC-26DEC25-148000-P,0.4055,0.438,0.1,0.42130958,1762711980723,,0.0,0.0,50.39,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.42175,2025-11-09
0.037,0.033,0.033,BTC-30JAN26-90000-P,0.0315,0.0325,413.1,0.0319514,1762711980723,-2.9412,0.0,1.8,48.37,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,6524.38,0.032,2025-11-09
0.007,0.0041,0.007,BTC-21NOV25-112000-C,0.0055,0.006,259.6,0.00604929,1762711980723,70.7317,0.0,17.4,41.63,103761.72,BTC-21NOV25,103676.95,BTC,BTC,7537.72,0.00575,2025-11-09
,,0.1378,BTC-21NOV25-116000-P,0.107,0.1345,6.4,0.12049283,1762711980723,,0.0,0.0,42.72,103761.19,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.12075,2025-11-09
0.025,0.018,0.024,BTC-21NOV25-105000-C,0.024,0.025,199.8,0.02454098,1762711980723,33.3333,0.0,10.5,42.17,103761.19,BTC-21NOV25,103676.95,BTC,BTC,19584.9,0.0245,2025-11-09
,,,BTC-12NOV25-104000-P,0.0155,0.0165,0.0,0.01614121,1762711980723,,0.0,0.0,43.34,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,0.0,0.016,2025-11-09
,,,BTC-30JAN26-160000-P,0.516,0.545,0.0,0.53079,1762711980723,,0.0,0.0,49.58,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.5305,2025-11-09
0.0165,0.0125,0.0125,BTC-21NOV25-98000-P,0.012,0.013,1225.7,0.01248779,1762711980723,-17.2185,0.0,52.4,47.96,103761.19,BTC-21NOV25,103676.95,BTC,BTC,80756.43,0.0125,2025-11-09
0.028,0.0225,0.028,BTC-30JAN26-124000-C,0.0265,0.0275,29.5,0.0271374,1762711980723,24.4444,0.0,4.0,44.3,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,9737.01,0.027,2025-11-09
,,0.1,BTC-21NOV25-118000-P,0.122,0.165,1.2,0.13899211,1762711980723,,0.0,0.0,44.05,103761.72,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.1435,2025-11-09
0.015,0.01,0.01,BTC-12NOV25-102000-P,0.008,0.009,11.9,0.00849085,1762711980723,-23.0769,0.0,0.5,45.86,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,621.52,0.0085,2025-11-09
,,0.28,BTC-26DEC25-145000-P,0.378,0.419,0.7,0.39292958,1762711980723,,0.0,0.0,49.39,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.3985,2025-11-09
0.0965,0.0965,0.0965,BTC-25SEP26-90000-P,0.091,0.093,113.0,0.09222292,1762711980723,0.0,0.0,0.1,48.91,108942.91,BTC-25SEP26,103676.95,BTC,BTC,985.88,0.092,2025-11-09
,,0.9555,BTC-26DEC25-200000-P,0.915,0.922,25.0,0.91824052,1762711980723,,0.0,0.0,68.25,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.9185,2025-11-09
,,,BTC-25SEP26-320000-P,1.8405,2.0685,0.0,1.94408326,1762711980723,,0.0,0.0,56.48,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,1.9545,2025-11-09
0.0006,0.0002,0.0002,BTC-10NOV25-96000-P,0.0001,0.0002,636.8,0.00014397,1762711980723,-33.3333,0.0,55.9,86.59,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,2259.28,0.00015,2025-11-09
,,0.6317,BTC-26DEC25-40000-C,0.6155,0.617,20.9,0.61655447,1762711980723,,0.0,0.0,93.59,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.61625,2025-11-09
,,0.199,BTC-30JAN26-130000-P,0.251,0.268,0.1,0.25948442,1762711980723,,0.0,0.0,44.86,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.2595,2025-11-09
0.0935,0.0755,0.0755,BTC-28NOV25-110000-P,0.074,0.076,1779.7,0.07509695,1762711980723,-16.1111,0.0,1.8,41.54,103853.03,BTC-28NOV25,103676.95,BTC,BTC,15972.99,0.075,2025-11-09
0.0195,0.0155,0.019,BTC-30JAN26-130000-C,0.0185,0.0195,82.2,0.01901679,1762711980723,22.5806,0.0,3.1,44.86,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,5646.88,0.019,2025-11-09
0.085,0.0643,0.0643,BTC-14NOV25-110000-P,0.0625,0.0655,375.3,0.06385751,1762711980723,-24.3529,0.0,0.8,44.3,103679.89,BTC-14NOV25,103676.95,BTC,BTC,5929.37,0.064,2025-11-09
,,,BTC-26JUN26-250000-P,1.2545,1.438,0.0,1.33769546,1762711980723,,0.0,0.0,55.23,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,1.34625,2025-11-09
0.0005,0.0004,0.0004,BTC-14NOV25-118000-C,0.0003,0.0005,846.3,0.00039859,1762711980723,0.0,0.0,1.5,54.52,103679.89,BTC-14NOV25,103676.95,BTC,BTC,62.6,0.0004,2025-11-09
0.014,0.0105,0.0135,BTC-26DEC25-122000-C,0.0135,0.014,1034.6,0.01353614,1762711980723,28.5714,0.0,8.7,43.3,104282.9,BTC-26DEC25,103676.95,BTC,BTC,9853.89,0.01375,2025-11-09
,,0.561,BTC-26JUN26-50000-C,0.54,0.5425,24.6,0.54126569,1762711980723,,0.0,0.0,60.4,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.54125,2025-11-09
0.006,0.003,0.003,BTC-11NOV25-100000-P,0.0023,0.0027,31.1,0.00251897,1762711980723,-40.0,0.0,12.7,52.13,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,5178.67,0.0025,2025-11-09
0.0008,0.0007,0.0008,BTC-21NOV25-125000-C,0.0005,0.0008,252.4,0.0006515,1762711980723,14.2857,0.0,0.2,50.05,103761.72,BTC-21NOV25,103676.95,BTC,BTC,15.4,0.00065,2025-11-09
,,0.0895,BTC-26DEC25-98000-C,0.0975,0.0985,48.7,0.09823288,1762711980723,,0.0,0.0,46.1,104283.43,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.098,2025-11-09
,,0.35,BTC-26DEC25-135000-P,0.297,0.3015,116.0,0.29960074,1762711980723,,0.0,0.0,46.86,104283.43,BTC-26DEC25,103676.95,BTC,BTC,0.0,0.29925,2025-11-09
,,0.2027,BTC-27MAR26-120000-P,0.198,0.201,202.8,0.19955199,1762711980723,,0.0,0.0,45.84,105623.87,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.1995,2025-11-09
,,0.7445,BTC-27MAR26-30000-C,0.7155,0.717,36.5,0.71629587,1762711980723,,0.0,0.0,77.69,105624.4,BTC-27MAR26,103676.95,BTC,BTC,0.0,0.71625,2025-11-09
,,0.0001,BTC-26DEC25-30000-P,,0.0001,668.6,6.46e-06,1762711980723,,0.0,0.0,96.25,104282.9,BTC-26DEC25,103676.95,BTC,BTC,0.0,,2025-11-09
0.0003,0.0002,0.0003,BTC-26DEC25-230000-C,0.0001,0.0003,305.6,0.00017938,1762711980723,50.0,0.0,2.0,75.04,104282.9,BTC-26DEC25,103676.95,BTC,BTC,55.04,0.0002,2025-11-09
,,,BTC-26JUN26-280000-P,1.524,1.7235,0.0,1.61531752,1762711980723,,0.0,0.0,57.36,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,1.62375,2025-11-09
,,0.0095,BTC-26JUN26-220000-C,0.01,0.0105,118.4,0.01050373,1762711980723,,0.0,0.0,53.04,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.01025,2025-11-09
,,,BTC-13NOV25-105000-P,0.0235,0.025,0.0,0.02424015,1762711980723,,0.0,0.0,43.11,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,0.0,0.02425,2025-11-09
0.016,0.006,0.013,BTC-12NOV25-104000-C,0.0125,0.0135,5.1,0.01304713,1762711980723,116.6667,0.0,4.0,43.34,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,3323.96,0.013,2025-11-09
,,0.6565,BTC-26JUN26-40000-C,0.6295,0.6315,11.8,0.63040402,1762711980723,,0.0,0.0,65.49,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.6305,2025-11-09
,,0.2375,BTC-26JUN26-90000-C,0.2335,0.236,11.5,0.23510689,1762711980723,,0.0,0.0,48.75,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.23475,2025-11-09
,,,BTC-26JUN26-260000-P,1.344,1.5335,0.0,1.430345,1762711980723,,0.0,0.0,56.32,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,1.43875,2025-11-09
0.05,0.05,0.05,BTC-21NOV25-99000-C,0.059,0.061,57.4,0.06042201,1762711980723,0.0,0.0,0.4,46.76,103761.19,BTC-21NOV25,103676.95,BTC,BTC,2044.3,0.06,2025-11-09
0.0245,0.0105,0.0215,BTC-11NOV25-102000-C,0.0215,0.023,31.0,0.02208803,1762711980723,53.5714,0.0,11.4,47.49,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,22678.97,0.02225,2025-11-09
0.0725,0.071,0.071,BTC-26JUN26-130000-C,0.0765,0.0775,895.9,0.07736251,1762711980723,-1.3889,0.0,6.8,46.74,107244.41,BTC-26JUN26,103676.95,BTC,BTC,49760.93,0.077,2025-11-09
0.027,0.0003,0.0235,BTC-14NOV25-103000-C,0.023,0.024,163.7,0.02365644,1762711980723,62.069,0.0,19.9,45.4,103679.89,BTC-14NOV25,103676.95,BTC,BTC,11657.14,0.0235,2025-11-09
,,0.0001,BTC-28NOV25-240000-C,,0.0001,210.6,7.86e-06,1762711980723,,0.0,0.0,99.62,103853.53,BTC-28NOV25,103676.95,BTC,BTC,0.0,,2025-11-09
0.059,0.0565,0.059,BTC-27MAR26-120000-C,0.0625,0.0635,565.5,0.06345323,1762711980723,4.4248,0.0,0.7,45.84,105623.87,BTC-27MAR26,103676.95,BTC,BTC,4056.35,0.063,2025-11-09
0.0235,0.0185,0.0235,BTC-26DEC25-116000-C,0.023,0.0235,2271.2,0.02352189,1762711980723,27.027,0.0,50.2,43.12,104282.9,BTC-26DEC25,103676.95,BTC,BTC,103478.95,0.02325,2025-11-09
,,0.0785,BTC-21NOV25-109000-P,0.0605,0.063,19.6,0.06195836,1762711980723,,0.0,0.0,41.55,103761.19,BTC-21NOV25,103676.95,BTC,BTC,0.0,0.06175,2025-11-09
0.0002,0.0001,0.0001,BTC-10NOV25-92000-P,,0.0001,97.9,2.658e-05,1762711980723,0.0,0.0,35.1,106.16,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,368.89,,2025-11-09
,,0.147,BTC-28NOV25-118000-P,0.139,0.142,423.2,0.14032552,1762711980723,,0.0,0.0,41.86,103853.03,BTC-28NOV25,103676.95,BTC,BTC,0.0,0.1405,2025-11-09
0.106,0.0895,0.0895,BTC-28NOV25-112000-P,0.089,0.091,1076.1,0.08994149,1762711980723,-15.566,0.0,5.1,41.42,103853.03,BTC-28NOV25,103676.95,BTC,BTC,47441.3,0.09,2025-11-09
,,0.1333,BTC-25SEP26-100000-P,0.1315,0.134,107.5,0.13266241,1762711980723,,0.0,0.0,48.08,108943.49,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.13275,2025-11-09
,,,BTC-11NOV25-108000-P,0.0365,0.051,0.0,0.04323787,1762711980723,,0.0,0.0,48.66,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,0.0,0.04375,2025-11-09
0.0145,0.013,0.0145,BTC-26JUN26-200000-C,0.014,0.015,510.2,0.01461184,1762711980723,7.4074,0.0,15.2,51.18,107244.41,BTC-26JUN26,103676.95,BTC,BTC,20651.23,0.0145,2025-11-09
0.006,0.0048,0.0048,BTC-21NOV25-92000-P,0.0044,0.0048,183.0,0.00458271,1762711980723,-20.0,0.0,10.2,54.05,103761.19,BTC-21NOV25,103676.95,BTC,BTC,5108.26,0.0046,2025-11-09
,,,BTC-13NOV25-108000-P,0.043,0.0545,0.0,0.04582064,1762711980723,,0.0,0.0,43.96,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,0.0,0.04875,2025-11-09
,,0.139,BTC-30JAN26-122000-P,0.1885,0.201,0.1,0.19493953,1762711980723,,0.0,0.0,44.3,104797.65076923078,SYN.BTC-30JAN26,103676.95,BTC,BTC,0.0,0.19475,2025-11-09
0.0305,0.0265,0.0285,BTC-21NOV25-103000-P,0.027,0.0275,216.6,0.02735644,1762711980723,-6.5574,0.0,8.0,43.65,103761.19,BTC-21NOV25,103676.95,BTC,BTC,23972.63,0.02725,2025-11-09
0.049,0.0485,0.049,BTC-27MAR26-125000-C,0.0505,0.052,332.8,0.05150542,1762711980723,1.0309,0.0,1.1,45.84,105624.4,BTC-27MAR26,103676.95,BTC,BTC,5459.51,0.05125,2025-11-09
0.0925,0.0925,0.0925,BTC-27MAR26-110000-C,0.094,0.0955,546.2,0.09504727,1762711980723,0.0,0.0,0.1,45.99,105623.87,BTC-27MAR26,103676.95,BTC,BTC,953.47,0.09475,2025-11-09
,,0.3225,BTC-25SEP26-80000-C,0.325,0.328,37.3,0.32656068,1762711980723,,0.0,0.0,50.22,108942.91,BTC-25SEP26,103676.95,BTC,BTC,0.0,0.3265,2025-11-09
,,0.0044,BTC-26JUN26-280000-C,0.0042,0.0047,117.9,0.00446954,1762711980723,,0.0,0.0,57.36,107244.41,BTC-26JUN26,103676.95,BTC,BTC,0.0,0.00445,2025-11-09
,,,BTC-12NOV25-108000-P,0.043,0.0465,0.0,0.04428908,1762711980723,,0.0,0.0,44.28,103677.60711919522,SYN.BTC-12NOV25,103676.95,BTC,BTC,0.0,0.04475,2025-11-09
0.113,0.107,0.113,BTC-27MAR26-105000-C,0.115,0.1165,612.6,0.11587971,1762711980723,5.6075,0.0,0.7,46.39,105623.87,BTC-27MAR26,103676.95,BTC,BTC,7810.73,0.11575,2025-11-09
0.0004,0.0003,0.0004,BTC-28NOV25-145000-C,0.0002,0.0004,1024.2,0.0002637,1762711980723,33.3333,0.0,4.4,58.0,103853.53,BTC-28NOV25,103676.95,BTC,BTC,177.65,0.0003,2025-11-09
,,,BTC-13NOV25-100000-C,0.0395,0.0455,0.0,0.04189636,1762711980723,,0.0,0.0,49.36,103678.29355959762,SYN.BTC-13NOV25,103676.95,BTC,BTC,0.0,0.0425,2025-11-09
0.0045,0.0029,0.0045,BTC-21NOV25-115000-C,0.0029,0.0033,171.2,0.00312464,1762711980723,55.1724,0.0,4.2,42.26,103761.19,BTC-21NOV25,103676.95,BTC,BTC,1595.41,0.0031,2025-11-09
0.001,0.001,0.001,BTC-27MAR26-40000-P,0.001,0.0012,273.6,0.00114111,1762711980723,0.0,0.0,9.0,70.61,105623.87,BTC-27MAR26,103676.95,BTC,BTC,930.9,0.0011,2025-11-09
0.033,0.017,0.033,BTC-11NOV25-101000-C,0.0285,0.0305,115.6,0.02969598,1762711980723,83.3333,0.0,4.1,49.71,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,7818.0,0.0295,2025-11-09
0.0017,0.0002,0.0002,BTC-10NOV25-98000-P,0.0001,0.0003,148.0,0.00018639,1762711980723,-77.7778,0.0,121.9,68.63,103676.23423839045,SYN.BTC-10NOV25,103676.95,BTC,BTC,14608.56,0.0002,2025-11-09
,,0.128,BTC-14NOV25-113000-P,0.089,0.0925,25.4,0.09110975,1762711980723,,0.0,0.0,47.42,103679.89,BTC-14NOV25,103676.95,BTC,BTC,0.0,0.09075,2025-11-09
,,0.0845,BTC-11NOV25-92000-C,0.1115,0.1135,0.1,0.1128174,1762711980723,,0.0,0.0,78.91,103676.92067879284,SYN.BTC-11NOV25,103676.95,BTC,BTC,0.0,0.1125,2025-11-09
